C:\Users\14387\Desktop\Sample\img1.gif,C:\Users\14387\Desktop\Sample\img2.jpg,0.0,0.141
C:\Users\14387\Desktop\Sample\img1.gif,C:\Users\14387\Desktop\Sample\img3.jpg,0.19,0.062
C:\Users\14387\Desktop\Sample\img2.jpg,C:\Users\14387\Desktop\Sample\img3.jpg,0.19,0.0
C:\Users\14387\Desktop\Sample\img1.gif,C:\Users\14387\Desktop\Sample\img5.jpg,0.53,0.016
C:\Users\14387\Desktop\Sample\img2.jpg,C:\Users\14387\Desktop\Sample\img5.jpg,0.53,0.0
C:\Users\14387\Desktop\Sample\img4.jpg,C:\Users\14387\Desktop\Sample\img1.gif,0.34,0.047
